product_name,description_link
SAP Enterprise Inventory and Service-Level Optimization (EIS),https://help.sap.com/docs/SAP_ENTERPRISE_INVENTORY_AND_SERVICE-LEVEL_OPTIMIZATION
SAP Enterprise Inventory and Service-Level Optimization (EIS),https://help.sap.com/docs/SAP_ENTERPRISE_INVENTORY_AND_SERVICE-LEVEL_OPTIMIZATION
SAP Enterprise OrientDB,https://help.sap.com/docs/ORIENTDB
SAP Enterprise Performance Testing by Tricentis,https://help.sap.com/docs/SAP_ENTERPRISE_PERFORMANCE_TESTING_BY_TRICENTIS
SAP Enterprise Point-of-Sale,https://help.sap.com/docs/SAP_ENTERPRISE_POINT-OF-SALE
Enterprise Portal,https://help.sap.com/docs/SAP_NETWEAVER_EP
SAP Enterprise Project Connection,https://help.sap.com/docs/SAP_ENTERPRISE_PROJECT_CONNECTION
SAP Enterprise Service Management,https://help.sap.com/docs/CX_CNS_ESM
"Enterprise Services Repository for SAP Composition Environment, Version: 7.1",https://help.sap.com/docs/ENTERPRISE_SERVICES_REPOSITORY_FOR_SAP_NETWEAVER_COMPOSITION_ENVIRONMENT
SAP Enterprise Threat Detection,https://help.sap.com/docs/SAP_ENTERPRISE_THREAT_DETECTION
SAP Enterprise Threat Detection Log Collector,https://help.sap.com/docs/SAP_ENTERPRISE_THREAT_DETECTION_LOG_COLLECTOR
"SAP Enterprise Threat Detection, Cloud Edition",https://help.sap.com/docs/SAP_ENTERPRISE_THREAT_DETECTION_CLOUD_EDITION
SAP Entitlement Management,https://help.sap.com/docs/SAP_ENTITLEMENT_MANAGEMENT
"Component Extension for SAP Environment, Health, and Safety Management",https://help.sap.com/docs/EHSM
SAP EHS Management as Part of SAP ERP 6.0,https://help.sap.com/docs/SAP_EHS_MANAGEMENT_AS_PART_OF_SAP_ERP
"SAP EHS Management for SAP S/4HANA, Occupational Health",https://help.sap.com/docs/SAP_EHS_MANAGEMENT_FOR_SAP_S4HANA_OCCUPATIONAL_HEALTH
SAP Environmental Compliance,https://help.sap.com/docs/SAP_ENVIRONMENTAL_COMPLIANCE
SAP Event Insight,https://help.sap.com/docs/SAP_EVENT_INSIGHT
SAP Event Management,https://help.sap.com/docs/SAP_EVENT_MANAGEMENT
SAP Event Management on SAP S/4HANA,https://help.sap.com/docs/SAP_EM_ON_SAP_S4HANA
SAP Event Stream Processor,https://help.sap.com/docs/SAP_EVENT_STREAM_PROCESSOR
SAP Event Stream Processor,https://help.sap.com/docs/SAP_EVENT_STREAM_PROCESSOR
SAP Event Ticketing,https://help.sap.com/docs/SAP_EVENT_TICKETING
SAP Excise Tax Management,https://help.sap.com/docs/EXCISE_TAX
SAP Excise Tax Management,https://help.sap.com/docs/EXCISE_TAX
SAP Experience Garage,https://help.sap.com/docs/EXPERIENCE_GARAGE_TECHNOLOGY_PLATFORM
SAP Extended Enterprise Content Management by OpenText,https://help.sap.com/docs/SAP_EXTD_ECM_BY_OT
SAP Extended Enterprise Content Management by OpenText for Microsoft Office 365,https://help.sap.com/docs/SAP_EXTD_OT_MS
SAP Extended Enterprise Content Management by OpenText for SAP S/4HANA,https://help.sap.com/docs/EXTD_ECM_BY_OT_SAP_S4HANA
"SAP Extended Enterprise Content Management by OpenText, Cloud Edition",https://help.sap.com/docs/EXTD_ECM_BY_OT_CLOUD
"SAP Extended Enterprise Content Management by OpenText, Cloud add-on for Capital Projects and Operations",https://help.sap.com/docs/ECM_OT_CPO
SAP Extended Enterprise Content Management for Government by OpenText,https://help.sap.com/docs/SAP_xECM_for_Gov_by_OpenText
"SAP Extended Enterprise Content Management by OpenText, Enterprise User Option",https://help.sap.com/docs/EXTD_ECM_BY_OT_EUO
SAP Extended Price Management by Vistex,https://help.sap.com/docs/SAP_EPM_BY_VISTEX
SAP EWM Add-on for Consumer Products for SAP S/4HANA,https://help.sap.com/docs/SAP_EWM_Add-on_for_Consumer_Products_for_SAP_S_4HANA
SAP Extended Warehouse Management (SAP EWM),https://help.sap.com/docs/SAP_EXTENDED_WAREHOUSE_MANAGEMENT
"SAP Extended Warehouse Management, Add-on for Consumer Products",https://help.sap.com/docs/SAP_EXTENDED_WAREHOUSE_MANAGEMENT_ADD-ON_FOR_CONSUMER_PRODUCTS
"SAP Extended Warehouse Management, Industry Add-on for SAP S/4HANA",https://help.sap.com/docs/SAP_EXTENDED_WAREHOUSE_MANAGEMENT_INDUSTRY_ADD-ON_FOR_SAP_S4HANA
SAP Farm Management by Vistex,https://help.sap.com/docs/SAP_FARM_MANAGEMENT_BY_VISTEX
SAP Farm Management by Vistex for SAP S/4HANA,https://help.sap.com/docs/SAP_FARM_MANAGEMENT_BY_VISTEX_FOR_SAP_S4_HANA
SAP Fashion Management,https://help.sap.com/docs/SAP_FASHION_MANAGEMENT
data transfer and migration tool,https://help.sap.com/docs/data_transfer_and_migration_tool
SAP Field Service Management,https://help.sap.com/docs/SAP_FIELD_SERVICE_MANAGEMENT
SAP Field Service Management,https://help.sap.com/docs/SAP_FIELD_SERVICE_MANAGEMENT
SAP Fieldglass,https://help.sap.com/docs/SAP_Fieldglass
SAP Fieldglass Integration,https://help.sap.com/docs/SAP_FIELDGLASS_INTEGRATION
"SAP File Lifecycle Management, localization for India","https://help.sap.com/docs/SAP_FILE_LIFECYCLE_MANAGEMENT,_LOCALIZATION_FOR_INDIA"
"SAP File Lifecycle Management, localization for India","https://help.sap.com/docs/SAP_FILE_LIFECYCLE_MANAGEMENT,_LOCALIZATION_FOR_INDIA"
SAP Financial Closing Cockpit Add-On,https://help.sap.com/docs/SAP_FINANCIAL_CLOSING_COCKPIT_ADD-ON
SAP Risk and Assurance Management,https://help.sap.com/docs/FINANCIAL_COMPLIANCE_CF
SAP Risk and Assurance Management,https://help.sap.com/docs/FINANCIAL_COMPLIANCE_CF
SAP Financial Consolidation,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_FINANCIAL_CONSOLIDATION
Financial Services Data Management,https://help.sap.com/docs/FS_DATA_MANAGEMENT
SAP Fioneer,https://help.sap.com/docs/SAP_Fioneer
CIAS for SAP Fiori Cloud,https://help.sap.com/docs/CIAS_SFC
SAP Fiori Client,https://help.sap.com/docs/SAP_FIORI_CLIENT
SAP Fiori Cloud for SAP Business Suite,https://help.sap.com/docs/SAP_FIORI_CLOUD
SAP Fiori Cloud for SAP S/4HANA,https://help.sap.com/docs/SAP_FIORI_CLOUD_S4H
SAP Fiori Cloud for the Neo Environment,https://help.sap.com/docs/SAP_FIORI_CLOUD_ALL
SAP Fiori Implementation Information,https://help.sap.com/docs/FIORI_IMPLEMENTATION
SAP Fiori Implementation Information 7.31,https://help.sap.com/docs/FIORI_IMPLEMENTATION_731
SAP Fiori Implementation Information 7.40,https://help.sap.com/docs/FIORI_IMPLEMENTATION_740
SAP Fiori Implementation Information 7.50 / FES 2.0,https://help.sap.com/docs/FIORI_IMPLEMENTATION_750
SAP Fiori Implementation Information 7.51 / FES 3.0,https://help.sap.com/docs/FIORI_IMPLEMENTATION_751
SAP Fiori Implementation Information 7.52 / FES 4.0,https://help.sap.com/docs/FIORI_IMPLEMENTATION_752
SAP Fiori Launchpad,https://help.sap.com/docs/SAP_FIORI_LAUNCHPAD
SAP Fiori Overview,https://help.sap.com/docs/SAP_FIORI_OVERVIEW
SAP Fiori Technology,https://help.sap.com/docs/FIORI_TECHNOLOGY
SAP Fiori Tools,https://help.sap.com/docs/SAP_FIORI_tools
SAP Fiori for SAP Business Suite,https://help.sap.com/docs/SAP_FIORI
SAP Fiori for SAP Solution Manager,https://help.sap.com/docs/SM_FIORI
SAP Fiori Apps Reference Library,https://help.sap.com/docs/SAP%20Fiori%20Apps%20Reference%20Library
Forecast Optimization on HANA,https://help.sap.com/docs/SCMCSFOH
SAP Forecasting and Replenishment (for use with SAP merchandising software),https://help.sap.com/docs/SAP_FORECASTING_AND_REPLENISHMENT
"SAP Forecasting and Replenishment, add-on for fresh products",https://help.sap.com/docs/SAP_FORECASTING_AND_REPLENISHMENT_ADD_ON_FOR_FRESH_PRODUCTS
SAP Fortify by Micro Focus,https://help.sap.com/docs/SAP_FORTIFY_BY_MICRO_FOCUS
SAP Fortify by Micro Focus,https://help.sap.com/docs/SAP_FORTIFY_BY_MICRO_FOCUS
SAP Funding Management,https://help.sap.com/docs/SAP_FUNDING_MANAGEMENT
SAP GUI for Java,https://help.sap.com/docs/sap_gui_for_java
SAP GUI for Windows,https://help.sap.com/docs/sap_gui_for_windows
GUSI 2.1 Implementation Guides,https://help.sap.com/docs/GUSI_2.1
GUSI 2.5 Implementation Guides,https://help.sap.com/docs/GUSI_2.5
SAP Global Batch Traceability,https://help.sap.com/docs/SAP_GLOBAL_BATCH_TRACEABILITY
SAP Global Trade Services,https://help.sap.com/docs/SAP_GLOBAL_TRADE_SERVICES
"SAP Global Trade Services, edition for SAP HANA",https://help.sap.com/docs/SAP_GLOBAL_TRADE_SERVICES_EDITION_HANA
"SAP Global Trade Services, identity-based preference processing",https://help.sap.com/docs/SAP_GLOBAL_TRADE_SERVICES_IDENTITY-BASED_PREFERENCE_PROCESSING
"SAP Global Trade Services, localization for China","https://help.sap.com/docs/SAP_GLOBAL_TRADE_SERVICES,_LOCALIZATION_FOR_CHINA"
Graph,https://help.sap.com/docs/GRAPH
SAP Green Ledger,https://help.sap.com/docs/SAP_Green_Ledger
SAP Green Token,https://help.sap.com/docs/SAP_GreenToken
SAP Group Reporting Data Collection,https://help.sap.com/docs/SAP_Group_Reporting_Data_Collection
SAP HANA,https://help.sap.com/docs/SAP_HANA
SAP HANA Accelerator for SAP ASE,https://help.sap.com/docs/SAP_HANA_ACCELERATOR_FOR_SAP_ASE
SAP HANA Automated Predictive Library,https://help.sap.com/docs/apl
SAP HANA Blockchain Adapter,https://help.sap.com/docs/SAP_HANA_BLOCKCHAIN_ADAPTER
SAP HANA Client,https://help.sap.com/docs/SAP_HANA_CLIENT
SAP HANA Cloud on Alibaba Cloud,https://help.sap.com/docs/HANA_CLOUD_ALIBABA_CLOUD
SAP HANA Cockpit,https://help.sap.com/docs/SAP_HANA_COCKPIT
SAP HANA Data Warehousing Foundation,https://help.sap.com/docs/SAP_HANA_DATA_WAREHOUSING_FOUNDATION
SAP HANA Dynamic Tiering,https://help.sap.com/docs/SAP_HANA_DYNAMIC_TIERING
SAP HANA Enterprise Cloud,https://help.sap.com/docs/SAP_HANA_ENTERPRISE_CLOUD
SAP HANA Hadoop Integration,https://help.sap.com/docs/SAP_HANA_SPARK_CONTROLLER
SAP HANA One,https://help.sap.com/docs/SAP_HANA_ONE
SAP HANA Platform,https://help.sap.com/docs/SAP_HANA_PLATFORM
SAP HANA Remote Data Sync,https://help.sap.com/docs/SAP_HANA_REMOTE_DATA_SYNC
SAP HANA Rules Framework,https://help.sap.com/docs/SAP_HANA_RULES_FRAMEWORK
SAP HANA Smart Data Integration and SAP HANA Smart Data Quality,https://help.sap.com/docs/HANA_SMART_DATA_INTEGRATION
SAP HANA Spatial Services,https://help.sap.com/docs/SAP_HANA_SPATIAL_SERVICES
SAP HANA Streaming Analytics,https://help.sap.com/docs/HANA_STREAMING
SAP Web IDE for SAP HANA,https://help.sap.com/docs/SAPWEBIDE
SAP HANA Cloud,https://help.sap.com/docs/HANA_CLOUD
"SAP HANA Cloud, Data Lake",https://help.sap.com/docs/SAP_HANA_DATA_LAKE
"SAP HANA Cloud, SAP HANA Database",https://help.sap.com/docs/HANA_CLOUD_DATABASE
SAP HANA Live for SAP Business Suite,https://help.sap.com/docs/SAP_HANA_LIVE
SAP HANA Live for SAP Reinsurance Management,https://help.sap.com/docs/SAP_HANA_LIVE_FOR_SAP_REINSURANCE_MANAGEMENT
"SAP HANA, express edition",https://help.sap.com/docs/SAP_HANA_EXPRESS_EDITION
HR Renewal,https://help.sap.com/docs/HR_RENEWAL
HR Renewal Support Package Versions,https://help.sap.com/docs/HR_RENEWAL_SPV
SAP Connected Health Platform,https://help.sap.com/docs/SAP_CONNECTED_HEALTH_PLATFORM
SAP Connected Health Platform,https://help.sap.com/docs/SAP_CONNECTED_HEALTH_PLATFORM
SAP Health Data Services for FHIR,https://help.sap.com/docs/SAP_HEALTH_DATA_SERVICES_FOR_FHIR
SAP Host Agent,https://help.sap.com/docs/SAP_Host_Agent
SAP Cloud for Customer,https://help.sap.com/docs/SAP_CLOUD_FOR_CUSTOMER
SAP Cloud for Customer,https://help.sap.com/docs/SAP_CLOUD_FOR_CUSTOMER
IBP Integration Enhancements,https://help.sap.com/docs/SCMCSIIE
SAP IQ,https://help.sap.com/docs/SAP_IQ
SAP IQ,https://help.sap.com/docs/SAP_IQ
SAP IT Infrastructure Management,https://help.sap.com/docs/ITIM
Idea to Market Business Process,https://help.sap.com/docs/I2M
SAP Incentive Administration by Vistex for SAP S/4HANA,https://help.sap.com/docs/SAP_IA_BY_VISTEX_FOR_S4HANA
SAP Paybacks and Chargebacks by Vistex for SAP S/4HANA,https://help.sap.com/docs/SAP_PAC_BY_VISTEX_FOR_S4HANA
"SAP Incentive Administration, Promotions and Agreements, and Data Maintenance for ERP by Vistex",https://help.sap.com/docs/SAP_IA_AND_PB_AND_SAP_DATAMAINT_BY_VISTEX
"SAP Incentive and Commission Management for Insurance, as part of SAP ERP","https://help.sap.com/docs/SAP_INCENTIVE_AND_COMMISSION_MANAGEMENT_FOR_INSURANCE,_AS_PART_OF_SAP_ERP"
Incentive and Sales Force Management in S/4HANA,https://help.sap.com/docs/SAP_ISF_OVERVIEW
Industry Cloud Enterprise Agreement,https://help.sap.com/docs/INDUSTRY_CLOUD_ENTERPRISE_AGREEMENT
SAP Industry Process Framework,https://help.sap.com/docs/SAP_IPF
Industry Solutions by Prologa,https://help.sap.com/docs/INDUSTRY_SOLUTIONS_BY_PROLOGA
SAP InfoMaker,https://help.sap.com/docs/SAP_INFOMAKER
SAP Information Capture Core by OpenText,https://help.sap.com/docs/SAP_INFOCAPTURE_CORE_BY_OPENTEXT
SAP Information Capture by OpenText,https://help.sap.com/docs/SAP_INFOCAPTURE_BY_OPENTEXT
SAP Information Capture by OpenText,https://help.sap.com/docs/SAP_INFOCAPTURE_BY_OPENTEXT
SAP Information Collaboration Hub for Life Sciences,https://help.sap.com/docs/SAP_INFO_HUB_FOR_LIFE_SCIENCES_MAIN
SAP Information Collaboration Hub for Life Sciences Regulatory Reporting,https://help.sap.com/docs/SAP_INFO_HUB_FOR_LIFE_SCIENCES_REGREPORT
SAP Information Collaboration Hub for Life Sciences Web App,https://help.sap.com/docs/SAP_INFO_HUB_FOR_LIFE_SCIENCES_WEB_APP
SAP Pharma Network Web App,https://help.sap.com/docs/SAP_PHARMA_NETWORK_WEB_APP
U.S. Drug Supply Chain Security,https://help.sap.com/docs/SAP_INFO_HUB_FOR_LIFE_SCIENCES_USSC
SAP Information Lifecycle Management,https://help.sap.com/docs/SAP_INFORMATION_LIFECYCLE_MANAGEMENT
SAP Information Steward,https://help.sap.com/docs/SAP_INFORMATION_STEWARD
SAP Information Steward,https://help.sap.com/docs/SAP_INFORMATION_STEWARD
SAP Innovation Management,https://help.sap.com/docs/SAP_INNOVATION_MANAGEMENT
SAP Insurance Analyzer,https://help.sap.com/docs/SAP_INSURANCE_ANALYZER
SAP Insurance Sales Assistant,https://help.sap.com/docs/SAP_INSURANCE_SALES_ASSISTANT
SAP Integrated Business Planning,https://help.sap.com/docs/SAP_INTEGRATED_BUSINESS_PLANNING
SAP Integrated Product Development,https://help.sap.com/docs/PLM_EPD
SAP Integration Suite,https://help.sap.com/docs/SAP_INTEGRATION_SUITE
"SAP Integration Suite, Advanced Event Mesh",https://help.sap.com/docs/SAP_ADVANCED_EVENT_MESH
"SAP Integration Suite, Managed Gateway for Spend Management and SAP Business Network Implementation Guides",https://help.sap.com/docs/SISGWIG
SAP Intelligent Agriculture,https://help.sap.com/docs/SAP_INTELLIGENT_AGRICULTURE
SAP Asset Intelligence Network,https://help.sap.com/docs/SAP_ASSET_INTELLIGENCE_NETWORK
SAP Asset Intelligence Network,https://help.sap.com/docs/SAP_Asset_Intelligence_Network
SAP Asset Strategy and Performance Management,https://help.sap.com/docs/SAP_ASSET_STRATEGY_AND_PERFORMANCE_MANAGEMENT
SAP Intelligent Asset Management,https://help.sap.com/docs/SAP_INTELLIGENT_ASSET_MANAGEMENT
SAP Predictive Asset Insights,https://help.sap.com/docs/SAP_PREDICTIVE_ASSET_INSIGHTS
"SAP Predictive Maintenance and Service, add-on for utilities",https://help.sap.com/docs/SAP_PDMS_ADDON_UTIL_OP
"SAP Predictive Maintenance and Service, on-premise edition",https://help.sap.com/docs/SAP_Predictive_Maintenance_and_Service
SAP Intelligent Clinical Supply Management,https://help.sap.com/docs/S4_INTELLCLINICSUPPLYMGMT
Intelligent Enterprise Overview,https://help.sap.com/docs/INTELLIGENT_ENTERPRISE
SAP Intelligent Metering for German Energy Utilities,https://help.sap.com/docs/SAP_INTELL_METER_GER_ENRGY
SAP Intelligent Product Recommendation,https://help.sap.com/docs/SAP_INTELLIGENT_PRODUCT_RECOMMENDATION
SAP Intelligent Returns Management,https://help.sap.com/docs/returns
Intelligent Situation Automation,https://help.sap.com/docs/INTELLIGENT_SITUATION_AUT
SAP Cash Application,https://help.sap.com/docs/SAP_CASH_APPLICATION
SAP Conversational AI,https://help.sap.com/docs/SAP_CONVERSATIONAL_AI
SAP Intelligent Robotic Process Automation,https://help.sap.com/docs/IRPA
SAP Leonardo Machine Learning Foundation,https://help.sap.com/docs/SAP_LEONARDO_MACHINE_LEARNING_FOUNDATION
SAP Search and Discovery,https://help.sap.com/docs/SAP_SEARCH_AND_DISCOVERY
SAP Intelligent Trade Claims Management,https://help.sap.com/docs/SAP_INTELLIGENT_TRADE_CLAIMS_MGMNT
SAP Intelligent Trade Claims Management,https://help.sap.com/docs/SAP_INTELLIGENT_TRADE_CLAIMS_MGMNT
SAP Intercompany Data Exchange for German Electric Utilities,https://help.sap.com/docs/SAP_INTERCOMPANY_DATA_EXCHANGE_FOR_GERMAN_ELECTRIC_UTILITIES
SAP Intercompany Data Exchange for German Electricity Feed,https://help.sap.com/docs/SAP_Intercompany_Data_Exchange_for_German_Electricity_Feed
Intercompany Data Exchange for German Gas Utilities,https://help.sap.com/docs/INTERCOMPANY_DATA_EXCHANGE_FOR_GERMAN_GAS_UTILITIES
SAP Intercompany Data Exchange for German Metering,https://help.sap.com/docs/SAP_Intercompany_Data_Exchange_for_German_Metering
Intercompany Data Exchange for Swiss Electric and Gas Utilities,https://help.sap.com/docs/INTERCOMPANY_DATA_EXCHANGE_FOR_SWISS_ELECTRIC_AND_GAS_UTILITIES
Intercompany Data Exchange for UK Electricity Suppliers,https://help.sap.com/docs/IDEX_UK
Intercompany Data Exchange for Swiss Electric and Gas Utilities for SAP S/4HANA,https://help.sap.com/docs/INTERCOMPANY_DATA_EXCHANGE_FOR_SWISS_ELECTRIC_AND_GAS_UTILITIES_FOR_S4HANA
Intercompany Data Exchange for Swiss Electric and Gas Utilities for SAP S/4HANA,https://help.sap.com/docs/INTERCOMPANY_DATA_EXCHANGE_FOR_SWISS_ELECTRIC_AND_GAS_UTILITIES_FOR_S4HANA
SAP Internet of Things (SAP IoT),https://help.sap.com/docs/SAP_IoT
SAP Inventory Manager,https://help.sap.com/docs/SAP_Inventory_Manager
SAP Inventory Manager for Maximo,https://help.sap.com/docs/SAP_INVENTORYMANAGER_MAXIMO
SAP Invoice Management by OpenText,https://help.sap.com/docs/SAP%20INVOICE%20MGMT%20BY%20OT
SAP Invoice Management by OpenText,https://help.sap.com/docs/SAP%20INVOICE%20MGMT%20BY%20OT
SAP Invoice and Goods Receipt Reconciliation,https://help.sap.com/docs/SAP_Invoice%20_and_Goods_Receipt_Reconciliation
SAP Jam,https://help.sap.com/docs/SAP_JAM
SAP Jam Collaboration,https://help.sap.com/docs/SAP_JAM_COLLABORATION
Joule,https://help.sap.com/docs/JOULE
Joule Studio,https://help.sap.com/docs/Joule_Studio
"Joule for Developers, ABAP AI Capabilities",https://help.sap.com/docs/ABAP_AI
"BusinessObjects Knowledge Accelerator, version for BusinessObjects Voyager","https://help.sap.com/docs/BUSINESSOBJECTS_KNOWLEDGE_ACCELERATOR,_VERSION_FOR_BUSINESSOBJECTS_VOYAGER"
"SAP Knowledge Acceleration, version for SAP BusinessObjects Web Intelligence",https://help.sap.com/docs/SAP_KNOWLEDGE_ACCELERATION_VERSION_FOR_SAP_BUSINESSOBJECTS_WEB_INTELLIGENCE
ABAP Post-Copy Automation,https://help.sap.com/docs/ABAP_POST-COPY_AUTOMATION
Java Post-Copy Automation,https://help.sap.com/docs/Java%20Post-Copy%20Automation
"SAP Landscape Management, enterprise edition",https://help.sap.com/docs/SAP_LANDSCAPE_MANAGEMENT_ENTERPRISE
"SAP Landscape Management, standard edition",https://help.sap.com/docs/SAP_LANDSCAPE_MANAGEMENT_STANDARD
"SAP Landscape Virtualization Management, enterprise edition","https://help.sap.com/docs/SAP_LANDSCAPE_VIRTUALIZATION_MANAGEMENT,_ENTERPRISE_EDITION"
"SAP Landscape Virtualization Management, standard edition","https://help.sap.com/docs/SAP_LANDSCAPE_VIRTUALIZATION_MANAGEMENT,_STANDARD_EDITION"
SAP Landscape Management Cloud,https://help.sap.com/docs/SAP_LANDSCAPE_MANAGEMENT_CLOUD
"SAP Landscape Management Cloud, execution engine",https://help.sap.com/docs/SAP_LANDSCAPE_MANAGEMENT_CLOUD_EXECUTION_ENGINE
Landscape Portal for SAP S/4HANA Cloud ABAP environment,https://help.sap.com/docs/LANDSCAPEPORTAL_S4ABAP
SAP HANA Real-Time Replication,https://help.sap.com/docs/SAP_HANA_REAL_TIME_REPLICATION
SAP Landscape Transformation,https://help.sap.com/docs/SAP_LANDSCAPE_TRANSFORMATION
SAP Landscape Transformation Replication Server,https://help.sap.com/docs/SAP_LANDSCAPE_TRANSFORMATION_REPLICATION_SERVER
SAP Landscape Transformation Replication Server for SAP S/4HANA,https://help.sap.com/docs/SAP_LANDSCAPE_TRANSFORMATION_REPLICATION_SERVER_FOR_SAP_S4HANA
Lead-to-Cash Business Process,https://help.sap.com/docs/L2C
Lean Rough Cut Capacity Planning,https://help.sap.com/docs/SCMCSLRP
SAP LeanIX,https://help.sap.com/docs/LEANIX
SAP Learning Solution,https://help.sap.com/docs/SAP_LEARNING_SOLUTION
SAP Learning Solution,https://help.sap.com/docs/SAP_LEARNING_SOLUTION
SAP Learning Solution for SAP S/4HANA 1.0,https://help.sap.com/docs/SAP_LEARNING_SOLUTION_FOR%20SAP_S4HANA
SAP Leonardo Industry Innovation Kits for Automotive,https://help.sap.com/docs/SAP_LEONARDO_IIK_AUTOMOTIVE
SAP Life Sciences,https://help.sap.com/docs/SAP_Life_Sciences
SAP Liquidity Risk Management,https://help.sap.com/docs/SAP_LIQUIDITY_RISK_MANAGEMENT
SAP Livestock Procurement,https://help.sap.com/docs/SAP%20Livestock%20Procurement
SAP LoadRunner by Micro Focus,https://help.sap.com/docs/SAP%20LoadRunner%20by%20Micro%20Focus
SAP LoadRunner by Micro Focus,https://help.sap.com/docs/SAP%20LoadRunner%20by%20Micro%20Focus
SAP Document and Reporting Compliance service,https://help.sap.com/docs/SLH_advanced_compliance_reporting_service
"SAP Document and Reporting Compliance, outbound invoicing option for Brazil",https://help.sap.com/docs/SLH_NFe
Integration Service for SAP Analytics Cloud with DingTalk,https://help.sap.com/docs/SLH_SACW_DINGTALK
Integration Service for SAP Analytics Cloud with WeChat,https://help.sap.com/docs/SLH_SACW
"SAP Localization Hub, Tax Service",https://help.sap.com/docs/SLH_tax_service
Logging of SAP GUI for Windows,https://help.sap.com/docs/LOGGING_OF_SAP_GUI_FOR_WINDOWS
SAP Business Network Freight Collaboration,https://help.sap.com/docs/SAP_LBN_FC_OPTION
SAP Business Network Global Track and Trace,https://help.sap.com/docs/SAP_LBN_GTT_OPTION
SAP Business Network Material Traceability,https://help.sap.com/docs/SAP_LBN_MT_OPTION
SAP Business Network for Logistics,https://help.sap.com/docs/SAP_LOGISTICS_BUSINESS_NETWORK
"SAP Business Network, intelligent insights add-on",https://help.sap.com/docs/SAP_LBN_II_OPTION
SAP Loss Prevention by Fujitsu,https://help.sap.com/docs/SAP_LOSS_PREVENTION_BY_FUJITSU
SAP BusinessObjects Lumira,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_LUMIRA
SAP Lumira,https://help.sap.com/docs/SAP_LUMIRA
SAP Lumira Desktop,https://help.sap.com/docs/SAP%20Lumira%20Desktop
"SAP Lumira, desktop edition",https://help.sap.com/docs/lumira
SAP Maintenance Assistant,https://help.sap.com/docs/SAP_MAINTENANCE_ASSISTANT
SAP Maintenance Assistant,https://help.sap.com/docs/SAP_MAINTENANCE_ASSISTANT
SAP Management of Change,https://help.sap.com/docs/SAP_MANAGEMENT_OF_CHANGE
SAP Manufacturing Execution,https://help.sap.com/docs/SAP_MANUFACTURING_EXECUTION
SAP Manufacturing Integration and Intelligence,https://help.sap.com/docs/SAP_MANUFACTURING_INTEGRATION_AND_INTELLIGENCE
SAP Plant Connectivity,https://help.sap.com/docs/SAP_PLANT_CONNECTIVITY
Shop Floor Dispatching and Monitoring Tool for SAP ERP,https://help.sap.com/docs/SHOP_FLOOR_DISPATCHING_AND_MONITORING_TOOL_FOR_SAP_ERP
SAP Market Communication for Utilities,https://help.sap.com/docs/SAP_MARKET_COMMUNICATION_FOR_UTILITIES
Market Process Management for Utilities,https://help.sap.com/docs/MARKET_PROCESS_MANAGEMENT_FOR_UTILITIES
Market Process Management for Utilities for SAP S/4HANA,https://help.sap.com/docs/MARKET_PROCESS_MANAGEMENT_FOR_UTILITIES_FOR_S4HANA
SAP Market Rates Management,https://help.sap.com/docs/SAP_CP_BUS_REUSE_SERVICE_MRM
"SAP Market Rates Management, Bring Your Own Rates data option",https://help.sap.com/docs/SAP_CP_BUS_REUSE_SERVICE_MRM_APP
"SAP Market Rates Management, Refinitiv data option",https://help.sap.com/docs/SAP_CP_BUS_REUSE_SERVICE_MRM_TR
SAP Marketing,https://help.sap.com/docs/SAP_MARKETING
SAP Marketing,https://help.sap.com/docs/SAP_HYBRIS_MARKETING
SAP Marketing Cloud,https://help.sap.com/docs/SAP_MARKETING_CLOUD
SAP Mobile Consumer Assistant by GK,https://help.sap.com/docs/SAP_MOBILE_CONSUMER_ASSISTANT_BY_GK
Master Data Governance,https://help.sap.com/docs/MASTER_DATA_GOVERNANCE
SAP Master Data Governance,https://help.sap.com/docs/SAP_MASTER_DATA_GOVERNANCE
"SAP Master Data Governance, Cloud Edition",https://help.sap.com/docs/MDG_CE
"SAP Master Data Governance, enterprise asset management extension by Prometheus Group",https://help.sap.com/docs/MDG_EAM
"SAP Master Data Governance, enterprise asset management extension by Prometheus Group, accelerator add-on",https://help.sap.com/docs/EAM_ACC
"SAP Master Data Governance, retail and fashion management extension by Prometheus Group",https://help.sap.com/docs/MDG_RFM
SAP MaxDB,https://help.sap.com/docs/SAP_MAXDB
SAP Meat and Fish Management 2.0 by msg,https://help.sap.com/docs/SAP_MEAT_FISH_MANAGEMENT
SAP Meat and Fish Management by msg for SAP S/4HANA,https://help.sap.com/docs/SAP_MEAT_FISH_MANAGEMENT_FOR_SAP_S4HANA
SAP Medical Research Insights,https://help.sap.com/docs/SAP_MEDICAL_RESEARCH_INSIGHTS
SAP Metadata Management,https://help.sap.com/docs/SAP_METADATA_MANAGEMENT
Meter Operation Service Billing for German Electricity and Gas Utilities,https://help.sap.com/docs/METER_OPERATION_SERVICES_BILLING_FOR_GERMAN_UTILITIES
Meter Operation Service Billing for German Electricity and Gas Utilities,https://help.sap.com/docs/METER_OPERATION_SERVICES_BILLING_FOR_GERMAN_UTILITIES
SAP Micro-App Hub,https://help.sap.com/docs/micro-app-hub
Missing Parts Information System,https://help.sap.com/docs/SCMCSFIS
